1,1,1,2,0.64
2,1,2,2,0.325
3,1,3,3,0.5
4,1,4,2,0.5
5,2,1,3,0.67
6,2,2,2,0.5
7,2,3,3,0.5
8,2,4,2,0.5
9,3,1,2,0.67
10,3,2,2,0.175
11,3,3,3,1
12,3,4,3,1
13,4,1,2,0.63
14,4,2,1,1
15,4,3,2,0.5
16,4,4,2,0.5
17,5,1,3,1
18,5,2,2,1
19,5,3,3,0.5
20,5,4,2,1
21,6,1,2,1
22,6,2,2,1
23,6,3,3,0.5
24,6,4,3,1
25,7,1,2,0.4
26,7,2,2,0.2
27,7,3,2,0.5
28,7,4,2,1
29,8,1,2,0.4
30,8,2,1,1
31,8,3,2,0.5
32,8,4,1,1
33,9,1,2,0.4
34,9,2,1,1
35,9,3,2,0.5
36,9,4,1,1
